Content,is_pos,is_serv,is_product,is_price,is_env
晚上6点的飞机，五点左右赶到了虹桥机场，下午走路多了点，有点饿了，看到麦当劳\n\n就进去看看，买点什么吃吃。机场里的麦当劳人气永远不会太差，快餐还是有快餐的好\n\n处呀！现在都很少买这些来吃了，可是我还是想偶尔尝一尝，解解馋。吃过麦当劳的薯\n\n条，那是比K家的好吃多了！所以自从吃过M记的薯条过后对他家的好感真是吃一只upup。\n\n对于马铃薯做成的东西还是很爱的·～所以为了垫一下肚子，还是准备买一份薯条来吃。\n\n在一路的妹子买的珍珠奶茶。服务员态度一般般，动作还是算快，小份薯条很快给我了。\n\n还给了餐巾纸，因为是带走的。就拿来纸袋子装起走了。薯条吃了一口觉得为什么觉得不\n\n像M记的呢？一点不好吃，不是刚炸出来的不说，还绵绵的口感简直比上一次爱上M记薯\n\n条那天相差甚远。。。就算兑了番茄酱还是不好吃，为了垫一下肚子还是吃了一大半，最\n\n后剩的实在是吃不下去了，感觉胀肚子的感觉蛮难受啊。有点后悔买，有点后悔吃。T0T,-1,,-1,,1
实在不忍中薯只有这么一点！！中午人多也不能这样啊！,-1,,-1,,
机场的果然比外面的要贵一点。不过相比起其他店，还不如吃麦当劳了。,-1,,,-1,
快餐方便，很慢就填饱肚子，坐着等登记。,1,,,,
估计因为机场里其他店的价格都比较贵，就麦当劳这些全国统一价的店比较正常，所以机场麦当劳生意超级好。\n不过很多其他麦当劳有的产品，机场麦当劳都没有。,-1,,-1,,
很多人，各种箱子占位的。\n套餐比外面买贵很多，板烧套餐，机场好像是37.5，外面买20.,-1,,,-1,
麦咖啡的咖啡实在太一般，还好蛋糕非常棒，附近比较良心的消费。,-1,,-1,,
赶早机 来不及吃早饭 就只能在机场解决啦。,1,,,,
常解决饭点的店，果然机场火车站的就是比外面的店贵的说，\n\n里面随便一个套餐都贵5-10元，还好有优惠券可以用的，\n\n这次黑白派味道还不错，7元/个，11元/2个，椰子味道的，\n\n不过派外面的皮被烤焦了，这个技术非常不好啊。,-1,,-1,-1,
在机场等人坐坐还不错，点了荔枝火龙果奇乐酷，以为是麦乐酷，结果不是，没冰淇淋的，不开心,-1,,-1,,
人暴多，位子要靠抢的，还好东西比较热，价格比外面要贵，机场这种地方就凑合吃吃吧。,-1,,,-1,-1
可能建在机场里面所以服务态度很差，但是鉴于禽流感只能吃牛肉的汉堡所以只有选这里。,-1,-1,,,
终于在虹桥机场T2看到了麦当劳的店。真不知什么时候开的张，只觉得忽然之间在三楼的出发厅忽然冒出了个麦当劳餐厅。原想晚上值班有地方买夜宵了，哪知开车到三楼一看，这家店到晚上十点就关门了，还不如那个星巴克呢！,-1,-1,,,
有麦咖啡，甜点很棒，蜂蜜柚子奶酪蛋糕味道超好，乳酪醇正厚重，蜂蜜柚子清甜，甜度适中。看上去不大的一块份量却很足。这个价格下可以说是沪上最好吃的奶酪蛋糕了。,1,,1,,
本来想定无锡到北京的机票的.结果没票了.后来还是定的早上虹桥到北京的.好早.都没时间吃早饭.就在这里吃吃吧.还挺贵的.,-1,,,-1,
机场麦当劳的品种比外面略微少一点，用优惠券也可以，甚至都不要收，只要给工作人员看一眼就好了，报上面编号就行了，随便吃吃还算很方便的,-1,1,-1,,
去登机口的路上看见了就进去坐了坐。点了杯奶茶。挺喜欢的。不加糖的味道很好。里面人不多。。还看到了在里面打扑克的＠_＠,1,,1,,
菜品不错，环境还行吧，主要是太贵了,-1,,1,-1,1
Jun只为君写真实点评……\n??????????????????????????????????????????????????????????????????????????????????????????\n鸡块很脆～但是不沾酱略干…\n酸甜酱汁还是喜欢麦当劳的～\n\n板烧鸡腿堡很赞哦！\n鸡排很嫩…汁水多…蛋黄酱和蔬菜也多…\n\n橙汁没金杨路的浓…不过也OK～\n\n儿子喜欢菠萝派儿子第一次吃了那么多 炸的很好！\n\n草莓派不够甜味到再浓一点就好啦…… \n\n上次出的黑白派的白色的好吃 红色夹心不好吃……\n\n总体评价金桥店比以前好了～??\n\n现在任意派3??元 ???仅限4??天…,-1,,-1,,
明明在店里面，居然不能签单~他们主做汉堡的~我觉得人人都吃过吧~味道都统一~关键看服务和环境了吧，有自动点餐机，方便~环境在金桥国际中心~蛮好的。就是他们的地址在地图不是显示在金桥国际广场。我报错了~希望商家也改进吧~,1,1,,,1
今天上班的一个短发女值班经理一样的人服务好好 好热心 帮我换到我想要的玩具 开心 真的非常感谢,1,1,,,
"麦当劳是我家孩子的最爱,每次星期天都会带她过来。",1,,,,
为了玩自助点餐机来的 没吃很多东西,1,1,,,
来的太早甜品站还关着，只能到店里去买了，没有喜欢的荔枝味,-1,-1,,,
金桥国际里，有地下停车场，地铁公交过来也都方便。\n晚上去的，虾堡售罄，点了本宫凤堡套餐，薯条换玉米杯。\n汉堡里的水果完全不违和，玉米杯还是香甜美味，大满足。,1,,1,,1
来吃新产品的，不知道为什么不爱吃这些汉堡什么的，但是每个月总要想念一次,1,,,,
离家很近，很方便，经常带小孩女去吃的，服务也很好,1,1,,,1
地处金桥国际黄金地段，门面虽然不大，不过人气一直不错，一直很青睐麦家的甜筒，这次带宝宝去点了份儿童餐，宝宝出来玉米其他都不太喜欢吃，尤其那个苹果片啥的，实在味道不咋地，他们家扭扭薯条和巨无霸还是不错的,-1,,-1,,1
大部分好吃，那个39元的桶真心味道一般,-1,,-1,,
奶茶第二杯半价，两杯共计10.5元，喝着觉得有点腻，可能喝多了，还是可乐好喝\n\n扭扭薯条+好运鸡柳=15元，好吃好口彩，新年顺顺顺\n\n麦辣鸡翅+可乐=14元，经典款，一如既往的入手\n\n玫瑰荔枝蛋筒第二个半价，两个11元\n\n金桥的麦当劳静静的，午后小憩，也是个不错的选择,-1,,-1,1,
这次因为麦当劳出了新品  特意过来尝尝\n虾堡和菠萝肉堡  个人感觉菠萝那个更加好吃  酸甜的味道配上肉非常和谐解了油腻的感觉  \n红豆双皮奶派更加浓稠和香甜\n扭扭薯条本身就进行过了调味  是那种咸咸的味道  作为小吃很不错哦  和平时的薯条不一样\n总体这次的新品可以给赞～,1,,1,,
这里的帅哥干活态度很好??(ˊωˋ*)??,1,1,,,
平时不太吃麦的，为了米其林二星大厨推荐的汉堡特意来拔草。\n*甄选菠萝厚牛堡*：28元，整块菠萝juicy的口感，培根，还算厚实的牛肉饼，牛肉味香浓，搭配芝士和烤肉酱。分量比较足，整体味道还行。\n*黑森林派*：7元，外皮是微苦的黑巧克力味脆皮，内馅是卡仕达酱+混合莓果酱，有果肉颗粒。内馅偏甜，多吃有些腻。\n*爱玫荔奥利奥甜筒*：玫瑰荔枝口味的冰淇淋＋奥利奥脆皮。个人偏爱玫瑰荔枝味的食物，但这款甜筒有些失望，并不是纯正的玫瑰荔枝本味，类似添加剂的味道。但造型和粉嫩的颜色还是诱人的。\n可能还是印证了经典的才是最好吃的吧，新品真的soso。,-1,,-1,,
环境好。服务员不断穿梭在各处打扫。汉堡味道不错。一直是自己爱吃的口味。芒果派很糯。有点甜。中午解决肚子温饱就是麦当劳了。,1,1,1,,1
前几天看到麦当劳出了一款米其林二星厨师推荐的汉堡，应该是为了圣诞节专门出的，限期28天！所以就来尝个鲜！两个新款套餐都点了，菠萝厚牛堡有点焦味，口感不是很好！培根厚牛堡味道不错，从外貌看和图片不符，请按照实物为准！冰激凌很好吃，艾梅荔！荔枝味蛮重的！黑白派还行吧，第二个半价也不错！,-1,,-1,,
想吃个红豆派！于是兴冲冲跑到柜台来买，结果收银员一脸不悦的说，没有！心想怎么这么早就卖完了！只好要了黑森林派～不好吃！吃了这个派才想到红豆派是肯德基的呀！\n麦当劳的饮品选择比较多，新品口味也多！很好喝,-1,,-1,,
还可以，送到的速度很快辛苦了。,1,1,,,
一早上就去吃早餐，还有优惠。赞,1,,,,
上午家教结束过去的，人蛮多的。店员服务态度也蛮不错的。要的套餐，炸鸡块儿味道令人回味，不过汉堡的味道有点一般般啦。,-1,1,-1,,
超级鸡排买一送一，怎可错过！闪付云支付满25-10，怎能错过！来啦！哈哈，太爽了！,1,,,1,
就在金桥国际里，位置还是很好找。去的那一天，时机不对。赶上双11之前的捉猫猫的活动。几百人聚集在店外举着手机，用着网络。造成我的手机支付长时间没法成功。建议店内的wifi能够改造一下。满足人流量巨大的需求。将来的人会更多。,-1,-1,,,1
一直以来肯德基和麦当劳我都是首选麦当劳的，不管是汉堡鸡翅还是薯条可乐，麦当劳都是我最喜爱的味道！！！果然还是可口可乐最符合我的味觉了！而且套餐也比肯德基的要划算。东西也比肯德基给的多，至少麦当劳的鸡翅很脆！强烈推荐！,1,,1,1,
好高兴麦当劳汉堡又有推送了，难得老公周一休息回来说店员服务态度很好，兑换方便，去直接问你有几个，一个个扫码就可以了。,1,1,,,
金桥的麦当劳地方不大 但人很多 一到周末连位置都找不到 最近麦当劳的活动很多 不过我还是钟爱我的麦辣鸡腿堡 感觉永远吃不腻 但是现在为了价格看上去便宜 而汉堡是越来越mini 而且有时候汉堡里的色拉酱时多时少 导致每次吃口感都不一样,-1,,-1,,
那天先去汉堡王买了??，接着去肯德基买了10对鸡翅和一块允味鸡，最后还是跑到了麦当劳。因为觉得麦当劳环境最好，还有就是??好吃。买了4包大薯。撒开来吃看上去好多。终于像别人分享的照片一样吃辣么多??了。但两个人真心吃不掉辣么多。\n最后我要给出值得改正的问题了。为什么只给四颗心\n??饮料调制得甜度不一，有得甜到无法下口。那天我和我同学点了四杯奇乐酷、三杯都不同程度的甜。其中两杯甜到无法入口！请及时修正该问题。,-1,,-1,,
很喜欢吃麦当劳！！麦当劳的甜筒比肯德基的浓！,1,,1,,
"麦当劳作为那片商场性价比最高的餐厅，我是经常去的。店里的服务也可以，会给你推荐合理的套餐，也会指导你使用自助点单机。\n    但是我这次想说的是这家店的甜品站。以前也碰到过和一个人人搞半天的情况。\n     这回嘛，我和一个阿姨基本同时到甜品站门口，阿姨也没站在窗口前，我就等了一会儿阿姨。发现阿姨在等她女儿的时候我就说要一个甜筒，这时候搞笑了，店员让我等一下，一定要帮阿姨点单。气氛尴尬了一瞬间，阿姨就像被放到杠头上，我嘛感觉就是一个硬要插队的。店员问阿姨他们要什么他们先说要五块的一会儿说要四块的，明显没纠结好。如果给她个人评分一定妥妥的差评。你敢不敢确认人家要点单在点，能不能把""你要什么""改成""你现在需要点单吗""。\n   最后""爆米花甜筒""是玉米味的。",-1,-1,,,
一度很喜欢他们家，因为有一款麻辣猪堡堡，个人非常喜欢吃，但是不知道后来怎么就不出了，好像都好多年了，反正后来一直都没有再出了。现在出的一些什么黑白堡啊和其他一些新品，一般都是比较失望的，还不如吃吃经典的辣汉堡和巨无霸。最近搞活动，辣汉堡只要10元一个，还算不错吧。,-1,,-1,,
很好效率高，服务态度不错！点太多了！,1,1,,,
现在暑假人超级多～～～～～～～～～～\n最近推出小黄人系列，还是蛮可爱的，麦趣鸡盒、派、饮料都有小黄人专门包装哦～～～～～～～～～! \n就是实物感觉略大，不太适合挂在报上之类的～～～～～～～～～～～～～\n另外，金桥国际的店，周一至周五中午都有免费停车，直接拿停车券到麦当劳敲章就可以了～～～～～～～～～～～～～～～,1,1,,,
每次吃麦麦都是中薯加辣汉堡 怎么都吃不腻,1,,1,,
新品布丁黄蛮好吃的 不过为什么麻麻黑没有了呢～ 微信麦当劳可以摇到试吃哦,1,,1,,
和爸爸跑步，顺道喝了新饮品爆珠泡泡茶，挺好喝的，喜欢！珍珠里面会爆出养乐多味道的液体，好喝又好玩,1,,1,,
尝试了新品，珠珠咬下去的口感很好，爆浆的感觉，本来觉得酸奶味会怪怪的，整体来说还可以,1,,1,,
儿子特别喜欢，其实我觉得没什么好吃的，有优惠券就好了！,1,,,,
路过看着好玩！就买个尝尝味道！本人喜欢吃摩卡味道的！,1,,,,
以前特别喜欢抹茶双旋，基本每次路过都会买，现在没有了，好可惜。现在的是芝麻双旋？有种在喝黑芝麻糊的赶脚，不是特别好吃。,-1,,-1,,
这家的香骨鸡腿还可以再小一点嘛！？真是第一次吃到这么小的！！虽然味道还行 但是还是无法容忍这大小！！宁愿买辣鸡翅去了 难道是因为打包的 所以给这么小的咩？？,-1,,-1,,
环境干净。小朋友们的最爱，不过油炸的还是要少吃点,1,,,,1
